,sentence,polarity,happiness,sadness,anger,surprise,disgust,fear
262226[19],sp i highly recommend sp going to see sp anything except for this movie sp all right the sp,-2.33,0.0,0.0,0.33,0.0,1.33,0.0
262226[20],this movie sp all right the sp acting was not that good sp,-2.0,0.0,0.67,1.33,0.0,0.67,0.0
yOQHOiswVjc[0],today sp did sp a sp now if you've played the past rock sp band and guitar hero games then you'll know that the career mode was sp really more of an afterthought you'd sp play it once,0.33,0.0,0.33,0.0,0.33,0.0,0.0
yOQHOiswVjc[1],impact sp on sp this time they sp are going to have an impact on the sp so sp,0.0,0.0,0.0,0.0,0.0,0.0,0.0
yOQHOiswVjc[2],impact on the sp so sp the number of fans you sp basically accumulate can be geographic specific so you maybe playing on the eastern seaboard or on the east coast sp and sp you may find that sp playing in different locations will unlock certain sp gigs and easter eggs which is a really cool idea sp,0.33,0.33,0.0,0.0,0.0,0.0,0.0
yOQHOiswVjc[3],sp the other thing that's really interesting that they've announced too is that sp if you are playing you know a venue where you're playing against a hostile crowd who really isn't a sp fan of your music you sp have to win those people over sp so you,0.67,0.33,0.33,0.0,0.33,0.0,0.0
yOQHOiswVjc[4],over sp so you have to play really good to win those people over sp and failing out of those songs sp would much easier than in front of an audience who already likes your sp music sp,0.67,0.33,0.0,0.0,0.0,0.0,0.0
yOQHOiswVjc[5],sp the other thing they talked about was something called stage presence sp which is sort of like a score multiplier sp stage,0.0,0.0,0.33,0.0,0.0,0.0,0.0
yOQHOiswVjc[6],multiplier sp stage presence sp can be activated when you play a really cool drum fill sp when you sp interact with the audience a lot or sp when you sp activate overdrive sp together as a band at the sp same time sp and these kinds of score multiplier will sp help you get more fans sp you can get in sp the career mode but sp that was basically all that was announced today i think it was,2.0,0.33,0.0,0.0,0.0,0.0,0.0
yOQHOiswVjc[7],announced today i think it was a really interesting concept they announced sp i'd,1.0,0.33,0.0,0.0,0.0,0.0,0.0
yOQHOiswVjc[8],afterthought you'd sp play it once and then you would never return to it sp because it was the same experience sp rock,-0.33,0.0,0.67,0.33,0.0,0.0,0.0
yOQHOiswVjc[9],change sp that in rock band they really want to give you the option of how to sp become a successful band they want sp,0.0,0.0,0.0,0.0,0.0,0.0,0.0
yOQHOiswVjc[10],story sp if you want to do the corporate gigs and make a lot of money and be a bunch of sellouts you can totally do that sp or you can just choose to do a different you know sp play smaller venues sp you know sleep on people's couches and just interact with people over social media sp and manage that whole aspect sp so that is a really cool thing they are going to be changing up so you can play,-0.33,0.33,0.67,0.33,0.0,0.0,0.0
yOQHOiswVjc[11],sp the other thing that is really cool is that the money system is returning so you can sp use money to sp buy new instruments you can sp use it to upgrade your characters appearance buy sp clothes sp that kind sp of accessories sp the other thing that's going to be changed is how fans sp work sp if you played,2.0,0.67,0.67,0.0,0.0,0.0,0.0
QUpI5kMw_nA[0],sp they derive their income from the firm sp people have a tendency to do a more sp thorough job when they're being observed sp by someone else who is writing down sp everything sp that occurs sp,0.33,0.0,0.67,0.0,0.0,0.0,0.0
QUpI5kMw_nA[1],sp i say it should sp because i have seen physicians cut corners sp even though i was present sp at the sp a neurologist,-1.67,0.0,1.33,0.67,0.0,0.67,0.0
QUpI5kMw_nA[2],sp they can detect the parts of the exam that were not done sp that should have been done sp,0.33,0.0,0.33,0.33,0.33,0.0,0.0
QUpI5kMw_nA[3],sp my book honing your legal nurse consulting skills sp gives you more great tips about the role of the legal nurse consultant sp and the sp,1.33,0.0,0.0,0.0,0.0,0.0,0.0
QUpI5kMw_nA[4],group sp i have run a successful legal nurse consulting business since i sp mentor nurses who want to become legal nurse consultants sp,0.33,0.0,0.67,0.0,0.0,0.0,0.0
QUpI5kMw_nA[5],examination sp some attorneys also refer to it as the insurance medical examination sp or the defense medical examination or sp these sp exams may have a different name in your state sp,0.0,0.33,0.33,0.0,0.0,0.0,0.0
273314[0],sp i'm reviewing sp the sp it,0.0,0.33,0.0,0.0,0.0,0.0,0.0
273314[1],the sp it sp is sp a sp movie made off of sp steve sp novella that he sp stutter sp wrote sp and sp it is about a girl that is torn between two lovers sp and she can't really decide between which one the rich sp old man or the young man sp umm,0.33,0.33,0.67,0.0,0.0,0.0,0.0
273314[2],sp neither of them are really going anywhere sp,-0.67,0.0,1.33,0.0,0.0,0.0,0.0
273314[3],sp and sp i would not recommend this movie it is sp a,-1.67,0.0,0.33,0.0,0.0,0.0,0.0
273314[4],recommend this movie it is sp a sp rated r movie and sp it has lots of sex sp not really,-0.33,0.33,0.0,0.0,0.0,0.33,0.0
273314[5],sex sp not really that much sp in the language department sp but sp it was just sp a very sp blah movie sp and it was sp supposed to be a romantic comedy but sp i didn't sp see that it was funny in sp any way sp and it was sp not a movie that i would recommend for anybody to go sp see sp so sp,-1.67,0.0,0.67,0.0,0.0,0.67,0.0
273314[6],see sp so sp if you like steve martin even it's not the steve martin that sp you would think sp you're getting sp it,-1.67,0.0,0.67,0.33,0.33,0.33,0.0
273314[7],getting sp it is sp maybe more of the sp steve martin that is sp in umm sp that movie sp i sp can't think sp of what it's sp called not sp grand sp canyon but sp anyway sp umm sp,-0.33,0.0,1.0,0.0,0.0,0.33,0.0
273314[8],sp about people in la but sp i've sp lost sp what sp i'm sp gonna say la story sp,-0.33,0.0,2.33,0.0,0.33,0.0,0.0
97095[0],sp hi today i'll be reviewing,0.0,0.67,0.0,0.0,0.0,0.0,0.0
97095[1],sp hi today i'll be reviewing the movie live free or die hard which just just stutter sp came out a couple of days ago while i'm reviewing this umm sp,0.67,1.0,0.0,0.0,0.0,0.0,0.0
97095[2],everything sp this movie sp is a lot of fighting this movie has,1.0,2.0,0.0,0.0,0.0,0.0,0.0
97095[3],fighting this movie has everything every moment,2.67,2.33,0.0,0.0,0.0,0.0,0.0
97095[4],has everything every moment is sp action packed sp,2.33,2.67,0.0,0.0,0.0,0.0,0.0
97095[5],sp uhh basically it sp goes through umm sp premise of the story is there's this sp computer hacker umm sp who sp is trying to uhh sp like sp bring sp end of days armageddon to sp the united states sp by hacking into all like sp the sp transportation systems sp banking systems sp air traffic sp everything hacking stutter,0.0,2.0,0.0,0.0,0.0,0.0,0.0
97095[6],sp everything hacking stutter sp them and shutting them all down the electrical systems,0.33,2.0,0.0,0.0,0.0,0.0,0.0
97095[7],them all down the electrical systems sp natural gas heating everything and shutting it down sp basically,0.0,1.0,0.0,0.67,0.33,0.0,0.0
97095[8],down sp basically with america running on stutter computers everything is run by computers sp he,0.0,1.0,0.0,0.0,0.0,0.0,0.0
97095[9],computers sp he by sp way sp by way sp stutter of just hacking into them and shutting them down he shut down america basically sp it's a new form,0.67,1.0,0.0,0.0,0.33,0.0,0.0
97095[10],basically sp it's a new form of umm sp electronic uhh sp internet terrorism stuff sp,0.0,1.0,0.0,0.0,0.0,0.0,0.0
97095[11],sp and here's john mcclain he's trying to uhh,0.33,1.0,0.0,0.0,0.0,0.0,0.0
97095[12],umm sp basically the sp the stutter fourth movie in the die hard sp series sp the die hard trilogy it used to be a trilogy,0.0,0.33,0.0,0.0,0.0,0.0,0.0
97095[13],john mcclain he's trying to uhh sp stop them sp and,0.0,1.67,0.0,0.0,0.0,0.0,0.0
97095[14],them sp and if you've seen the commercials they probably captured his daughter and he has to go rescue his daughter also sp so it's,0.67,1.33,0.0,0.0,0.0,0.0,0.0
97095[15],also sp so it's like a personal vendetta sp thing and overall it's sp very action packed sp,1.33,2.33,0.0,0.0,0.0,0.0,0.0
97095[16],sp highly recommend this five stars out,2.67,2.67,0.0,0.0,0.0,0.0,0.0
97095[17],highly recommend this five stars out of five it's a sp really,3.0,2.33,0.0,0.0,0.0,0.0,0.0
97095[18],stars out of five it's a sp really really good movie sp uhh sp and it's sp pretty good story too it's not just,2.33,1.67,0.0,0.0,0.0,0.0,0.0
97095[19],story too it's not just action only sp blow up the bad,1.33,1.33,0.0,0.0,0.0,0.0,0.0
97095[20],action only sp blow up the bad guy sp kill the bad guy,0.0,1.33,0.0,0.0,0.0,0.0,0.0
97095[21],blow up the bad guy sp kill the bad guy sp it's a good,0.0,1.67,0.0,0.0,0.0,0.0,0.0
97095[22],guy sp it's a good story to it uhh sp,2.0,1.0,0.0,0.0,0.0,0.0,0.0
97095[23],hard trilogy it used to be a trilogy now sp,0.33,1.67,0.0,0.0,0.33,0.0,0.0
97095[24],sp there's a lot of action every moment,2.0,1.67,0.0,0.0,0.0,0.0,0.0
97095[25],lot of action every moment of it sp must have,1.0,2.0,0.0,0.0,0.0,0.0,0.0
97095[26],of it sp must have cost them hundreds of millions of dollars to make sp umm,0.67,1.33,0.0,0.0,0.67,0.0,0.0
97095[27],sp umm it's a very it's a feast for the eyes it's a very good movie,1.67,1.33,0.0,0.0,0.0,0.0,0.0
97095[28],feast for the eyes it's a very good movie and i highly recommend it if stutter sp especially,2.67,1.67,0.0,0.0,0.0,0.0,0.0
97095[29],highly recommend it if stutter sp especially if you liked the previous three die hards sp die hards stutter sp umm this fourth one does not disappoint at sp all sp so i give it five,2.33,2.0,0.0,0.0,0.0,0.0,0.0
97095[30],disappoint at sp all sp so i give it five out of five stars i highly recommend,2.33,1.67,0.0,0.0,0.0,0.0,0.0
97095[31],of five stars i highly recommend you go watch sp live free or die hard sp thank you sp,2.33,2.0,0.0,0.0,0.0,0.0,0.0
97095[32],to be a trilogy now sp it's uhh four movies sp umm sp starring bruce willis sp and sp this is umm sp talks about the story of john mcclain sp uhh cop sp now he's a sp detective sp he's not a cop,0.33,1.33,0.0,0.0,0.0,0.0,0.0
97095[33],he's a sp detective sp he's not a cop sp anymore umm and going,0.0,1.67,0.0,0.0,0.0,0.0,0.0
97095[34],anymore umm and going through all these action sp sequences and getting into all this trouble i mean it's really really action sp packed sp the movie,1.0,2.0,0.0,0.0,0.0,0.0,0.0
97095[35],action sp packed sp the movie is around sp i think sp two to sp two and a half hours long sp umm and every minute of it is sp action sp just a lot of,1.67,2.0,0.0,0.0,0.33,0.0,0.0
97095[36],sp action sp just a lot of action if you love action,2.0,2.0,0.0,0.0,0.0,0.0,0.0
97095[37],a lot of action if you love action this is a lot of explosions sp a sp lot of stuff crashing a lot of helicopters a lot of gunfire sp everything sp this movie,2.0,2.33,0.0,0.0,0.33,0.0,0.0
WYSomBHdl4c[0],sp anyways you can find out some more information about cosmetics sp by going sp to sp thanks sp guys sp,1.67,2.0,0.0,0.0,0.0,0.0,0.0
fW1pK2L6RgM[0],them sp so i sp think that sp communication is sp really a sp key point especially neurology sp when,0.33,0.0,0.0,0.0,0.0,0.0,0.67
fW1pK2L6RgM[1],neurology sp when someone goes to see a neurologist sp they usually have a pretty good idea what they're in for sp they often are very scared what the neurologist is going to say sp,0.33,0.33,0.67,0.0,0.33,0.0,0.67
fW1pK2L6RgM[2],sp and in my own specialty of epilepsy sp they usually have a pretty good idea that sp we're going to be talking about seizures sp,0.0,0.0,0.67,0.0,0.0,0.0,0.0
fW1pK2L6RgM[3],sp so i don't pull any punches sp the sp way that i approach it is sp i am essentially sp consulting with sp the patients and the patient needs to become an sp expert sp in whatever sp disease they might have whatever problem it might be sp,0.33,0.0,0.67,0.0,0.0,0.0,0.33
fW1pK2L6RgM[4],sp to do that they need to have all of the information necessary sp and so sp they need to know exactly what i am thinking sp,0.0,0.0,1.0,0.0,0.0,0.0,0.33
fW1pK2L6RgM[5],sp my sp plan when a patient comes in is first to collect the information sp and figure out what's going on sp,0.67,0.33,0.0,0.0,0.0,0.0,0.0
fW1pK2L6RgM[6],sp we might need a little more information than we can collect in the office sp but usually by the second visit sp we can have a pretty good idea sp what sp we are in for sp is there something more that needs to be done sp,0.67,0.0,0.0,0.0,0.0,0.0,0.0
fW1pK2L6RgM[7],sp with that information sp i sp then develop a plan and this plan is something that i work with mutually with sp the patients sp and with the patient's family sp because sp they're the ones that need to implement the plan sp,0.67,0.0,1.0,0.0,0.0,0.0,0.33
243338[0],sp expo sp i'm gonna talk about the movie fred claus sp umm,0.0,0.0,0.0,1.0,0.0,0.0,0.0
243338[1],sp umm it's still in theaters sp i don't know if it is or not sp and umm sp it stars vince vaughn and paul giamatti sp,0.0,0.0,0.0,1.0,0.0,0.67,0.0
243338[2],all uhh sp i wouldn't recommend seeing it sp uhh in theaters i wouldn't recommend,-1.33,0.0,0.0,1.0,0.0,0.0,0.0
243338[3],in theaters i wouldn't recommend paying full price if you wanted to wait,-1.33,0.0,0.0,0.0,0.0,0.33,0.0
243338[4],paying full price if you wanted to wait sp until it came out on i i stutter would i sp suggest doing that but if you didn't,-0.33,0.0,0.0,1.0,0.0,0.0,0.0
243338[5],suggest doing that but if you didn't see it at all sp in general sp no sp no stutter harm no foul i mean seriously,-1.33,0.0,0.33,0.0,0.0,0.0,0.0
243338[6],harm no foul i mean seriously it's not that great of a movie sp so,-1.67,0.0,0.0,1.0,0.0,0.0,0.0
243338[7],movie sp so basic plot sp umm sp vince vaughn is his name's fred sp and he is the older brother of sp santa claus and sp they have the whole sp family thing you know sp cause he's brothers and they got parents and then this whole sp dramatic structure of how sp their in a relationship with family and how sp fred's supposed to be more like stutter santa claus which is sp his sp brother sp,-0.67,0.0,0.0,1.67,0.0,0.67,0.0
243338[8],sp but his his name's nick obviously you know saint nicholas sp his name's nick so sp,0.0,0.0,0.0,1.0,0.0,0.67,0.0
243338[9],name's nick so sp it's this whole family kind of comedy thing about how they how they don't get along and then stutter the main plots really about how sp you know sp fred sp stutters he should be more like his brother and how but fred kinda sp keeps messing up with his brother and like sp he marks everybody on the on the stutter he believes everybody shouldn't get a president present stutter on christmas and sp i mean it's just sp it's just crazy stupid it's just stupid,-2.33,0.0,0.0,1.67,0.0,1.67,0.0
243338[10],stupid it's just stupid sp okay sp it's really,-2.67,0.0,0.67,2.33,0.33,0.67,0.0
243338[11],okay sp it's really not that funny i don't even know what i,-2.67,0.0,0.0,2.33,0.0,0.67,0.0
243338[12],sp vince sp vaughn you really disappointed me with this one he usually,-2.67,0.0,0.67,1.33,0.33,0.67,0.0
243338[13],not that funny i don't even know what i was saying when it was a decent movie it's sp really,-0.67,0.33,0.0,0.33,0.67,0.67,0.0
243338[14],a decent movie it's sp really stupid sp,-2.33,0.0,0.0,1.67,0.0,0.0,0.0
243338[15],sp in fact just thinking about it just makes me mad because i went to go see it sp and vince vaughn really disappointed me and sp i hope his next movie's not like that cause if his next movie's like that sp i'm gonna be disappointed and his wild wild west show just came out recently and sp i'm not gonna go see it because of that you disappointed,-1.33,0.0,0.33,1.33,0.0,0.33,0.0
243338[16],because of that you disappointed me sp and i don't know you know sp,-2.33,0.0,0.0,1.33,0.0,0.0,0.0
243338[17],sp so sp i don't know sp vince vaughn you disappointed me but the movie's,-1.67,0.0,0.0,0.67,0.0,0.0,0.0
243338[18],disappointed me but the movie's not that great sp okay it's terrible,-3.0,0.0,0.0,1.33,0.0,1.67,0.0
243338[19],sp okay it's terrible sp it's,-2.67,0.0,0.0,1.67,0.0,0.0,0.0
243338[20],with this one he usually vince vaughn's a hilarious guy sp in fact,0.0,0.0,0.0,1.0,0.0,0.0,0.0
243338[21],guy sp in fact that's why i went to see the movie sp cause vince vaughn's in it and sp that's,0.0,0.67,0.0,1.0,0.0,0.67,0.0
243338[22],vince vaughn's in it and sp that's why i guarantee a lot of people went to see the movie cause they thought vince vaughn was in it it's probably funny it's probably a hilarious,-1.67,0.0,0.33,1.67,1.0,0.33,0.0
243338[23],probably funny it's probably a hilarious movie sp but,-0.33,0.0,0.0,1.33,0.0,0.67,0.0
243338[24],movie sp but it's really not that funny it's really sp,-2.0,0.0,0.0,0.0,0.0,0.67,0.0
243338[25],not that funny it's really sp kind of a stupid movie i mean it's not,-2.33,0.0,0.0,1.67,0.0,0.67,0.0
243338[26],stupid movie i mean it's not the worst movie i've ever seen but it is it is stutter not that great of a movie at all uhh sp i,-1.33,0.0,0.0,1.33,0.0,0.0,0.0
N0pKIn6VhOw[0],sp this is my fourth sp exchange sp this is,1.0,0.67,0.0,0.0,0.0,0.0,0.0
N0pKIn6VhOw[1],exchange sp this is my first year doing the sp sales and use sp tax transaction sp as sp learned a lot sp since a new product sp to me in sp the past,0.67,1.67,0.0,0.0,0.0,0.0,0.0
N0pKIn6VhOw[2],product sp to me in sp the past sp i did the incoming sp for the federal and sp state sp,1.33,1.0,0.0,0.0,0.0,0.0,0.0
he475nnmMi0[0],sp in bankruptcy we often deal with sp the situation sp where cars sp have sp more equity sp then is the exemption sp available sp to apply to the car sp,0.0,0.0,0.0,0.67,0.0,0.0,0.67
he475nnmMi0[1],sp so i want to talk for a minute about sp ways that we can deal with that sp situation sp,0.67,0.33,0.0,0.0,0.0,0.0,0.0
he475nnmMi0[2],sp well sp so got sp of sp equity sp got of exemption sp so got of non exempt sp equity sp,0.0,0.0,0.33,0.0,0.0,0.0,0.0
he475nnmMi0[3],sp the easiest way to eliminate that is to sp take out a loan sp using that car as collateral sp so,1.0,0.33,0.0,0.0,0.0,0.0,0.0
he475nnmMi0[4],collateral sp so if you take out a loan on the sp car sp using the car as sp collateral sp then we end up with sp a car sp minus the sp owed sp leaving of sp equity sp and of sp automobile exemption sp so sp there is no non exempt equity sp in the sp car sp,-0.33,0.0,0.33,0.0,0.0,0.0,0.0
he475nnmMi0[5],sp another video where we talk about sp the differences between sp exempt money and non exempt money sp and how to deal with that sp and sp followup with that video to see sp how to deal sp with that of now sp non exempt sp money sp,1.0,0.67,0.0,0.0,0.0,0.0,0.0
he475nnmMi0[6],sp and as i say all the time sp and no place sp where the old phrase sp the devil is in the details sp is more applicable sp than in bankruptcy sp,-0.33,0.0,0.33,0.0,0.0,0.0,0.0
he475nnmMi0[7],sp so be sure and obtain professional help and guidance sp in applying these principles to your situation sp,1.33,0.0,0.0,0.0,0.0,0.0,0.0
he475nnmMi0[8],sp first of all let's just real sp quickly define sp what we mean by sp the word equity sp and equity,0.0,0.33,0.0,0.0,0.0,0.0,0.0
he475nnmMi0[9],it sp so if somebody sp owns a car sp worth and sp they have sp a car loan sp minus the sp equity in the car sp is so what sp do we do in a situation sp where the amount of equity in the sp car sp is greater than the amount of exemption sp that we have to apply sp to it sp because,0.33,0.0,0.0,0.0,0.0,0.0,0.0
he475nnmMi0[10],sp going sp to talk about sp two which are probably sp the most common sp one,0.33,0.33,0.0,0.0,0.0,0.0,0.0
he475nnmMi0[11],sp another scenario that we follow sp that we do sp quite often sp is sp the best way to describe it is to use an example say we have,0.33,0.0,0.0,0.0,0.0,0.0,0.0
YodtMIsjM0c[0],what can you do about this sp,-0.33,0.67,0.0,0.0,0.0,0.0,0.0
YodtMIsjM0c[1],sp start by breaking the film or tv show into smaller sections sp for example,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YodtMIsjM0c[2],sp try to make some notes about what just seen sp,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YodtMIsjM0c[3],sp make a few bullet points sp like this sp the man arrived at the party sp and started talking with the woman sp his,0.33,0.0,0.0,0.0,0.0,0.0,0.0
YodtMIsjM0c[4],woman sp his best friend arrived sp and fell in the swimming pool sp,-0.33,0.0,0.0,0.0,0.0,0.0,0.0
YodtMIsjM0c[5],sp the woman kissed the man on the cheek sp and left the party sp,0.0,0.33,0.0,0.0,0.0,0.0,0.0
YodtMIsjM0c[6],sections sp for example watch sp five or ten minutes at one time sp,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YodtMIsjM0c[7],sp use subtitles here sp just relax and sp try to understand what you can sp,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YodtMIsjM0c[8],press play sp when finished sp pause sp and ask yourself these questions sp,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YodtMIsjM0c[9],sp can you explain what happened in three to five sentences sp,0.33,0.33,0.0,0.0,0.0,0.0,0.0
YodtMIsjM0c[10],sp who was in the film sp or tv show sp,0.67,0.33,0.0,0.0,0.33,0.0,0.0
YodtMIsjM0c[11],sp can you remember anything specific they said sp,0.0,0.0,0.67,0.0,0.0,0.0,0.0
HUH9BXVmAig[0],sp ok i am tracy goodwin and i am the red sweater lady and i am here to talk to you about sp humorous sp interpretation and you're saying to yourself sp what is humorous interpretation well sp,1.0,1.33,0.0,0.0,0.0,0.0,0.0
HUH9BXVmAig[1],in sp now i happened to choose to participate in it for years sp and sp won all the way up to the national level so i want to teach you the tricks of the trade today sp humorous,0.67,1.0,0.0,0.33,0.33,0.0,0.0
89787[0],sp i'll be reviewing sp ang lee's sp hulk sp this sp,-0.67,0.0,0.33,0.0,0.0,0.33,0.0
89787[1],hulk sp this sp is the two disc special edition sp,-0.33,0.0,0.67,0.0,0.0,0.0,0.0
89787[2],sp uhh you know the incredible hulk is basically about a sp scientist bruce sp banner who is messing with uhh gamma radiation sp,0.0,0.33,0.0,1.0,0.0,0.0,0.0
89787[3],sp and he turns himself into uhh sp basically this gigantic when he gets angry he sp becomes this gigantic sp green you know ridiculously strong sp uhh hulk sp,0.0,0.0,0.67,0.33,0.0,0.0,0.0
89787[4],sp and uhh sp {cg} sp basically his level of anger sp you know sp stutter sp correlates directly with you know how sp big he gets and sp you know the rest of the us government and,0.0,0.0,0.0,0.67,0.0,0.0,0.0
89787[5],rest of the us government and all that sp has to try and stop sp him sp you know it's,0.0,0.33,0.0,1.0,0.33,0.0,0.0
89787[6],stop sp him sp you know it's not that complicated of a storyline honestly sp,-0.67,0.0,0.67,0.0,0.0,0.0,0.0
89787[7],sp uhh the itself isn't too bad sp it's,0.67,0.0,0.0,0.0,0.0,0.0,0.0
89787[8],bad sp it's got some never sp uhh some deleted scenes sp you know uhh some uhh sp special effects documentaries sp,0.33,0.33,0.0,0.0,0.0,0.0,0.0
89787[9],sp you know look at sp taking the hulk from the comics to the movie sp,0.33,0.0,0.0,0.0,0.0,0.0,0.0
89787[10],sp uhh you know a motion capture suit documentary sp so,0.0,0.0,0.67,0.0,0.0,0.0,0.0
89787[11],sp umm i didn't really think it was possible for them to make a sp movie about the hulk sp that was actually boring but somehow they managed to do it sp,-1.67,0.0,0.67,0.0,0.0,0.33,0.0
89787[12],documentary sp so you sp know and some sp stills from the comics that kind of thing not a whole whole lot,0.0,0.0,0.67,0.0,0.0,0.0,0.0
89787[13],that kind of thing not a whole whole lot in here sp,-2.0,0.0,1.33,0.67,0.0,0.0,0.0
89787[14],sp uhh sp this is one of the movies where i really found myself just sp constantly looking at sp the uhh sp at the clock to sp see how much longer it had you know and i'm a pretty,-2.0,0.0,0.67,0.0,0.0,0.0,0.0
89787[15],longer it had you know and i'm a pretty sp i'm pretty stutter big fan of you know slow paced movies i don't need a whole whole,1.0,1.0,0.0,0.0,0.0,0.0,0.0
89787[16],slow paced movies i don't need a whole whole lot of action sp but sp,-0.33,0.0,1.0,0.0,0.0,0.67,0.0
89787[17],of action sp but sp this one just was sp badly paced umm sp,-1.33,0.0,0.33,0.0,0.0,0.33,0.0
89787[18],sp you know slow stutter it was the sp characters weren't developed enough sp you know to hold me sp you know sp during ahh the sp slower paced sp parts of the movie and that kind of thing uhh it sp,-2.0,0.0,0.67,0.0,0.0,0.33,0.0
89787[19],that kind of thing uhh it sp was just kind of a sp poorly made movie in general you know ang lee just,-0.67,0.67,0.33,0.0,0.0,0.33,0.0
89787[20],movie in general you know ang lee just really tried to put too much style and not enough substance into it sp,-1.67,0.0,0.33,0.0,0.0,0.33,0.0
Mw4EZYZAd9c[0],consistent sp and this is really across sp the sp board sp but sp i sp would say the most important thing is really deciding how often you're going sp to your videos sp so,0.67,0.67,0.0,0.0,0.0,0.0,0.0
Mw4EZYZAd9c[1],you sp you know some several times sp a sp day some do it just once a month sp but you have to decide what your schedule sp can be sp and be realistic about it sp if you can,0.33,0.0,0.67,0.0,0.0,0.0,0.33
Mw4EZYZAd9c[2],about it sp if you can only put out a good quality video once a week then only do it once a week sp but once,0.67,0.33,0.33,0.33,0.0,0.0,0.0
Mw4EZYZAd9c[3],week sp but once you have that sp schedule sp be sure to sp stick with it sp because your subscribers and viewers are going to be expecting that sp and you need to meet that expectation sp,1.0,0.67,0.67,0.0,0.0,0.0,0.33
Itqbc2TBXWY[0],sp if in the and looking for a job in canada sp going to be a canadian job fair sp in dubai sp on may sp and sp in abu dhabi on may these are going sp,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Itqbc2TBXWY[1],dhabi on may these are going sp to sp be actual canadian employers sp coming to sp the sp region sp looking for employees with specific job experience sp who are interested in to canada for these jobs sp,0.67,0.33,0.67,0.0,0.0,0.0,0.0
Itqbc2TBXWY[2],savings so for an individual this sp is approximately sp dollars canadian that you need to show that you have in your bank sp account so if you have,1.0,0.67,0.0,0.0,0.0,0.0,0.0
Itqbc2TBXWY[3],sp account so if you have sp these eligibility requirements sp and you have work experience in one of sp the sp jobs sp that mentioned sp then you should register sp see,1.67,1.0,0.0,0.0,0.0,0.0,0.0
Itqbc2TBXWY[4],register sp see sp in sp our posts there sp is a link to the website that you sp can go to register for this event sp,0.0,0.0,0.67,0.0,0.0,0.0,0.0
Itqbc2TBXWY[5],sp the sp event is actually an employer driven event sp which means going to have sp an information sp session sp but then actually going to be conducting interviews after so make sure you come prepared sp with sp all of your documents your and your other supporting documents sp with you and be ready,0.33,0.0,0.0,0.0,0.0,0.0,0.0
Itqbc2TBXWY[6],documents sp with you and be ready to also do an interview sp,1.0,0.67,0.0,0.0,0.0,0.0,0.0
Itqbc2TBXWY[7],sp going to sp be sp creating an inventory of employees sp for this event sp which sp then they will use for events going sp forward sp so sp,0.0,0.33,0.67,0.0,0.0,0.0,0.0
Itqbc2TBXWY[8],sp forward sp so sp even if you do not get an invite or get a job through this event you will then be on the register and may get invited to a later sp event later sp in or in so sp very important to register sp,0.0,0.0,0.67,0.0,0.0,0.0,0.0
Itqbc2TBXWY[9],sp if you sp got your education accredited sp or sp got your exam sp completed sp yet sp start the process sp now and bring that documentation with sp you to sp the sp event so that you sp can show the sp people when you arrive that you have sp started sp the sp process sp,0.33,0.67,0.67,0.0,0.0,0.0,0.0
Itqbc2TBXWY[10],sp so as i mentioned there is a sp link on sp this sp post that sp you can go to to sp register registration,1.0,0.67,0.0,0.0,0.0,0.0,0.0
Itqbc2TBXWY[11],sp the sp job fair is actually sponsored by the canadian government and specifically the government of new sp brunswick sp which is one of the provinces sp in canada sp on the east sp coast they are looking,0.67,0.67,0.67,0.0,0.0,0.0,0.0
Itqbc2TBXWY[12],mandatory they then will sp give you the information on where this event will be located sp and sp the time sp that you should come sp and,0.33,0.33,0.67,0.0,0.0,0.0,0.0
Itqbc2TBXWY[13],come sp and the link is so new brunswick and,0.0,0.33,0.0,0.0,0.33,0.0,0.0
Itqbc2TBXWY[14],brunswick and also sp if you sp have any questions that like to email sp the sp people who sp are this then you sp can go sp to and again,0.67,0.33,0.67,0.0,0.0,0.0,0.0
Itqbc2TBXWY[15],can go sp to and again the link sp is sp on this post so sp this,0.67,0.0,0.0,0.0,0.0,0.0,0.0
Itqbc2TBXWY[16],so sp this is really exciting for people in the and we hope sp that you have sp success sp in going to this event and with to canada sp,2.67,2.0,0.0,0.0,0.0,0.0,0.0
Itqbc2TBXWY[17],sp so if you need anything from us sp at beaten co sp please get,1.33,1.67,0.0,0.0,0.0,0.0,0.0
Itqbc2TBXWY[18],co sp please get in sp touch sp thank you,0.33,1.0,0.0,0.0,0.0,0.0,0.0
Itqbc2TBXWY[19],sp coast they are looking for families sp and for people who are interested sp in sp to new brunswick sp,0.0,0.33,0.67,0.0,0.0,0.0,0.0
Itqbc2TBXWY[20],sp the specific sp job experience sp that looking for sp is food service supervisors and managers sp home support sp workers sp process sp control operators sp and sp food and beverage processing sp,0.33,0.33,0.0,0.0,0.0,0.0,0.0
Itqbc2TBXWY[21],sp in food sp and beverage sp and tobacco processing sp and sp tailors sp sewing machine operators for made sp garments so sp specifically,0.67,0.33,0.0,0.0,0.0,0.0,0.0
